TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr4 E1|4 77.98 cM	mouse chr4 E1|4 77.98 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr19 D2|19 47.18 cM	mouse chr19 D2|19 47.18 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 C1|12 24.18 cM	mouse chr12 C1|12 24.18 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 G3|1 65.05 cM	mouse chr1 G3|1 65.05 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 C|11 49.99 cM	mouse chr11 C|11 49.99 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 D3|4 67.59 cM	mouse chr4 D3|4 67.59 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 F5|7 88.0 cM	mouse chr7 F5|7 88.0 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 C|11 51.04 cM	mouse chr11 C|11 51.04 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 D3|4 69.83 cM	mouse chr4 D3|4 69.83 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 C1.1|2 28.62 cM	mouse chr2 C1.1|2 28.62 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 C1.1|1 26.67 cM	mouse chr1 C1.1|1 26.67 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr18 A2|18 11.39 cM	mouse chr18 A2|18 11.39 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 A1|10 1.85 cM	mouse chr10 A1|10 1.85 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr14 D2|14 36.05 cM	mouse chr14 D2|14 36.05 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 F|5 60.42 cM	mouse chr5 F|5 60.42 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5|5 C3.2-C3.3	mouse chr5|5 C3.2-C3.3	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX A1.1|X 2.81 cM	mouse chrX A1.1|X 2.81 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 C|7 35.02 cM	mouse chr7 C|7 35.02 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 A5.2|9 25.32 cM	mouse chr9 A5.2|9 25.32 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 F2.1|3 42.04 cM	mouse chr3 F2.1|3 42.04 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 H3|1 79.23 cM	mouse chr1 H3|1 79.23 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 F1|12 60.41 cM	mouse chr12 F1|12 60.41 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 C1|6 30.11 cM	mouse chr6 C1|6 30.11 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 F1|15 54.04 cM	mouse chr15 F1|15 54.04 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 E1|15 38.38 cM	mouse chr15 E1|15 38.38 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 B1|13 27.84 cM	mouse chr13 B1|13 27.84 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 F3|6 63.42 cM	mouse chr6 F3|6 63.42 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 B2|10 22.46 cM	mouse chr10 B2|10 22.46 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 A1|17 3.72 cM	mouse chr17 A1|17 3.72 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 14.87 cM|6 B1	mouse chr6 14.87 cM|6 B1	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 D3|7 45.68 cM	mouse chr7 D3|7 45.68 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 A1|7 1.93 cM	mouse chr7 A1|7 1.93 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 D1|13 50.65 cM	mouse chr13 D1|13 50.65 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 B5|11 47.29 cM	mouse chr11 B5|11 47.29 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 C3|1 33.71 cM	mouse chr1 C3|1 33.71 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr19 A|19 4.25 cM	mouse chr19 A|19 4.25 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 B3|7 28.61 cM	mouse chr7 B3|7 28.61 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 18.97 cM|11 A4	mouse chr11 18.97 cM|11 A4	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 D|9 41.93 cM	mouse chr9 D|9 41.93 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 B1|17 18.55 cM	mouse chr17 B1|17 18.55 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 B1.1|8 25.14 cM	mouse chr8 B1.1|8 25.14 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr19 D2|19 52.09 cM	mouse chr19 D2|19 52.09 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 A1|4 2.05 cM	mouse chr4 A1|4 2.05 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 A1|16 3.34 cM	mouse chr16 A1|16 3.34 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 G2|5 83.27 cM	mouse chr5 G2|5 83.27 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 B1.3|11 31.94 cM	mouse chr11 B1.3|11 31.94 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 A1|16 5.54 cM	mouse chr16 A1|16 5.54 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 E3|3 36.98 cM	mouse chr3 E3|3 36.98 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 H3|1 78.02 cM	mouse chr1 H3|1 78.02 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 H4|1	mouse chr1 H4|1	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 A1|17 3.7 cM	mouse chr17 A1|17 3.7 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 A3.3|17 12.49 cM	mouse chr17 A3.3|17 12.49 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 G3|3 61.05 cM	mouse chr3 G3|3 61.05 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX F2|X 62.85 cM	mouse chrX F2|X 62.85 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr19 C1|19 24.28 cM	mouse chr19 C1|19 24.28 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 E5|2 60.66 cM	mouse chr2 E5|2 60.66 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 A1|17 8.75 cM	mouse chr17 A1|17 8.75 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 B1|17 19.22 cM	mouse chr17 B1|17 19.22 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 E2|11 84.35 cM	mouse chr11 E2|11 84.35 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 B3|5 20.63 cM	mouse chr5 B3|5 20.63 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 E3|17 50.67 cM	mouse chr17 E3|17 50.67 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 E1|2 50.19 cM	mouse chr2 E1|2 50.19 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 B2|10 23.27 cM	mouse chr10 B2|10 23.27 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 F1|2 61.84 cM	mouse chr2 F1|2 61.84 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 E3.1|9 47.06 cM	mouse chr9 E3.1|9 47.06 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr19 A|19 4.12 cM	mouse chr19 A|19 4.12 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 F5|7 87.97 cM	mouse chr7 F5|7 87.97 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 A1|16 5.81 cM	mouse chr16 A1|16 5.81 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 A3|9 7.73 cM	mouse chr9 A3|9 7.73 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1|1 H1-H2.1	mouse chr1|1 H1-H2.1	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 F1|2 63.23 cM	mouse chr2 F1|2 63.23 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 F3|9 64.49 cM	mouse chr9 F3|9 64.49 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 B1|4 26.02 cM	mouse chr4 B1|4 26.02 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 C3|12 37.2 cM	mouse chr12 C3|12 37.2 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr14 E2.3|14 51.55 cM	mouse chr14 E2.3|14 51.55 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr19 B|19 12.75 cM	mouse chr19 B|19 12.75 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX C3|X 43.72 cM	mouse chrX C3|X 43.72 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 D2.2|4 60.29 cM	mouse chr4 D2.2|4 60.29 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 D3|15 35.75 cM	mouse chr15 D3|15 35.75 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 E|12 51.66 cM	mouse chr12 E|12 51.66 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 E2|15 40.56 cM	mouse chr15 E2|15 40.56 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 A1|11 4.72 cM	mouse chr11 A1|11 4.72 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 B|1 15.3 cM	mouse chr1 B|1 15.3 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 A5|4 14.64 cM	mouse chr4 A5|4 14.64 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX E1|X 48.2 cM	mouse chrX E1|X 48.2 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 A4|4 12.42 cM	mouse chr4 A4|4 12.42 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 G2|5 76.92 cM	mouse chr5 G2|5 76.92 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 B2|11 38.46 cM	mouse chr11 B2|11 38.46 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 A2|8 10.78 cM	mouse chr8 A2|8 10.78 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 G2|6 72.57 cM	mouse chr6 G2|6 72.57 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 C1|12 26.43 cM	mouse chr12 C1|12 26.43 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 C1|6 32.16 cM	mouse chr6 C1|6 32.16 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 D3|15 36.23 cM	mouse chr15 D3|15 36.23 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 C2|16 40.19 cM	mouse chr16 C2|16 40.19 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 C3|10	mouse chr10 C3|10	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 A2-A3.1|6 8.49 cM	mouse chr6 A2-A3.1|6 8.49 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 D|11 64.56 cM	mouse chr11 D|11 64.56 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 E1|5 44.32 cM	mouse chr5 E1|5 44.32 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 E3.3|9 51.54 cM	mouse chr9 E3.3|9 51.54 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 E1.1|1 49.26 cM	mouse chr1 E1.1|1 49.26 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 B4|10 32.48 cM	mouse chr10 B4|10 32.48 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 A4|11 18.87 cM	mouse chr11 A4|11 18.87 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 D2.2|4 58.91 cM	mouse chr4 D2.2|4 58.91 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 B1|17 18.15 cM	mouse chr17 B1|17 18.15 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 D2.3|4 64.78 cM	mouse chr4 D2.3|4 64.78 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 B3|4 29.76 cM	mouse chr4 B3|4 29.76 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6|6 A3.1-A3.2	mouse chr6|6 A3.1-A3.2	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 F|5 53.34 cM	mouse chr5 F|5 53.34 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr18 A1|18 5.88 cM	mouse chr18 A1|18 5.88 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 F4|7 85.94 cM	mouse chr7 F4|7 85.94 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 C6|4 46.99 cM	mouse chr4 C6|4 46.99 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 E3.3|9 50.2 cM	mouse chr9 E3.3|9 50.2 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 F3|7 74.36 cM	mouse chr7 F3|7 74.36 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 C3.3|16 52.87 cM	mouse chr16 C3.3|16 52.87 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 E4|17 55.72 cM	mouse chr17 E4|17 55.72 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 C3|13 47.63 cM	mouse chr13 C3|13 47.63 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 E2|4 86.73 cM	mouse chr4 E2|4 86.73 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 C2|10 48.6 cM	mouse chr10 C2|10 48.6 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 A1|15 3.3 cM	mouse chr15 A1|15 3.3 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 H3|1 79.31 cM	mouse chr1 H3|1 79.31 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 29.17 cM|17 D	mouse chr17 29.17 cM|17 D	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 B5|11 47.56 cM	mouse chr11 B5|11 47.56 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 A1|11 3.61 cM	mouse chr11 A1|11 3.61 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 A2|8 13.26 cM	mouse chr8 A2|8 13.26 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 F4|9 74.0 cM	mouse chr9 F4|9 74.0 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 F4|9 73.52 cM	mouse chr9 F4|9 73.52 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 B|2 21.72 cM	mouse chr2 B|2 21.72 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr14 C1|14 26.4 cM	mouse chr14 C1|14 26.4 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 B1|4 26.09 cM	mouse chr4 B1|4 26.09 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 E3|2 56.63 cM	mouse chr2 E3|2 56.63 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr14 D2|14 36.02 cM	mouse chr14 D2|14 36.02 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 A3|7 15.54 cM	mouse chr7 A3|7 15.54 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 C3|2 48.21 cM	mouse chr2 C3|2 48.21 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr14 D3|14 42.76 cM	mouse chr14 D3|14 42.76 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 D1|8 50.44 cM	mouse chr8 D1|8 50.44 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX A7.3|X 37.27 cM	mouse chrX A7.3|X 37.27 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 C2|8 40.58 cM	mouse chr8 C2|8 40.58 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 C3|6 34.77 cM	mouse chr6 C3|6 34.77 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 B3|7 29.43 cM	mouse chr7 B3|7 29.43 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 E1|9 43.36 cM	mouse chr9 E1|9 43.36 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 A3|7 9.67 cM	mouse chr7 A3|7 9.67 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 A3.3|17 12.69 cM	mouse chr17 A3.3|17 12.69 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 E3|7 57.69 cM	mouse chr7 E3|7 57.69 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 A1|7 2.61 cM	mouse chr7 A1|7 2.61 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 B|2 20.64 cM	mouse chr2 B|2 20.64 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 D2|7 44.9 cM	mouse chr7 D2|7 44.9 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 E1|15 37.79 cM	mouse chr15 E1|15 37.79 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 H4|2 103.57 cM	mouse chr2 H4|2 103.57 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 A1|13 4.38 cM	mouse chr13 A1|13 4.38 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 F5|7 88.1 cM	mouse chr7 F5|7 88.1 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 B4|10 29.37 cM	mouse chr10 B4|10 29.37 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr14 D3|14 40.44 cM	mouse chr14 D3|14 40.44 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX F4|X 72.48 cM	mouse chrX F4|X 72.48 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 F4|7 84.57 cM	mouse chr7 F4|7 84.57 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 D|11 59.4 cM	mouse chr11 D|11 59.4 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr18 B1|18 18.89 cM	mouse chr18 B1|18 18.89 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr19 D2|19 46.76 cM	mouse chr19 D2|19 46.76 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 F2|2 64.74 cM	mouse chr2 F2|2 64.74 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 A3|2 16.31 cM	mouse chr2 A3|2 16.31 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 33.97 cM|4 C1	mouse chr4 33.97 cM|4 C1	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 A1|11 3.0 cM	mouse chr11 A1|11 3.0 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 A1|16 5.67 cM	mouse chr16 A1|16 5.67 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 H3|1 80.63 cM	mouse chr1 H3|1 80.63 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX A5|X 25.69 cM	mouse chrX A5|X 25.69 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 C3|4 38.4 cM	mouse chr4 C3|4 38.4 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 A1|7 7.84 cM	mouse chr7 A1|7 7.84 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX D|X 45.47 cM	mouse chrX D|X 45.47 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 F|5 55.96 cM	mouse chr5 F|5 55.96 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 E4|9	mouse chr9 E4|9	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 F|5 56.88 cM	mouse chr5 F|5 56.88 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 C2|2 42.58 cM	mouse chr2 C2|2 42.58 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr18 E3|18 56.26 cM	mouse chr18 E3|18 56.26 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX 46.42 cM|X D	mouse chrX 46.42 cM|X D	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr14 E2.3|14 51.79 cM	mouse chr14 E2.3|14 51.79 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 H5|1 84.89 cM	mouse chr1 H5|1 84.89 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 B3|16 22.69 cM	mouse chr16 B3|16 22.69 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 B1|17 18.8 cM	mouse chr17 B1|17 18.8 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 F2|6 58.3 cM	mouse chr6 F2|6 58.3 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr14 C2-C3|14 28.01 cM	mouse chr14 C2-C3|14 28.01 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 A3.1|6 11.22 cM	mouse chr6 A3.1|6 11.22 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 A2|5 6.52 cM	mouse chr5 A2|5 6.52 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 C1|6 29.77 cM	mouse chr6 C1|6 29.77 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 D1|6 37.9 cM	mouse chr6 D1|6 37.9 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 E4|1 57.95 cM	mouse chr1 E4|1 57.95 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 C|9 35.22 cM	mouse chr9 C|9 35.22 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 A3|5 11.93 cM	mouse chr5 A3|5 11.93 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 B2.1|6 19.86 cM	mouse chr6 B2.1|6 19.86 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 E1|5 44.7 cM	mouse chr5 E1|5 44.7 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 A3|7 13.98 cM	mouse chr7 A3|7 13.98 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 E2-E3|2 55.06 cM	mouse chr2 E2-E3|2 55.06 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 A3.2|11 14.36 cM	mouse chr11 A3.2|11 14.36 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 A4|10 15.06 cM	mouse chr10 A4|10 15.06 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 B1|6 15.48 cM	mouse chr6 B1|6 15.48 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 A5|13 25.18 cM	mouse chr13 A5|13 25.18 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 E3|2 55.8 cM	mouse chr2 E3|2 55.8 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 D2|6 44.63 cM	mouse chr6 D2|6 44.63 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 B4|10 32.43 cM	mouse chr10 B4|10 32.43 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 C6|4 47.24 cM	mouse chr4 C6|4 47.24 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 D1|13 52.24 cM	mouse chr13 D1|13 52.24 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 A4|9 16.61 cM	mouse chr9 A4|9 16.61 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 H6|1 92.29 cM	mouse chr1 H6|1 92.29 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 E2|11 81.1 cM	mouse chr11 E2|11 81.1 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 B|2 21.97 cM	mouse chr2 B|2 21.97 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 F5|7 87.03 cM	mouse chr7 F5|7 87.03 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
